node,mean,se 
1,1.08140528718,0.26276851343
2,0.919706468567,0.216667209527
3,0.951875901264,0.265014712077
4,0.8138534497,0.217543227977
5,0.931817148182,0.261616687147
6,0.984687043908,0.34238303016
7,1.0329982561,0.174646899788
8,1.21746502429,0.835132688796
9,0.961489094241,0.143966061023
10,1.0604029631,0.590862996718
11,1.0155811847,0.485034703828
12,1.0660626421,0.519443883772
13,1.32936142406,0.529251665341
14,1.05997123177,0.351774192062
15,1.16026279002,0.485739749615
16,1.81256392793,1.16335806637
17,1.02489106193,0.392530259832
18,1.20045303917,0.443028535902
19,1.01139049429,0.377698250183
20,1.22096495967,0.47437582358
21,1.38714597663,0.749997258808
22,1.33075795899,0.532556611829
23,1.84429937577,1.34929908814
24,1.41606943205,0.439398350552
25,1.07021695231,0.391952279999
26,1.83151600425,1.76654751444
27,1.81728737417,0.785435518098
28,1.21243442049,0.167819146496
29,1.78586213371,0.490821392952
30,2.02509161254,0.678248186353
31,2.32401718004,1.78070654038
32,3.03254953343,3.12797226669
33,1.78252797987,0.729011680959
34,1.55293204858,0.490050417621
35,1.59138196536,0.64436917809
36,1.94933008924,1.03210768488
37,1.62474891838,0.691408389819
38,1.59738428788,0.692141165162
39,1.48933926636,0.501440149687
40,1.25963172884,0.484594976922
41,1.72817949092,1.28240272292
42,1.63532029501,0.895059745725
43,1.39145419717,0.54527507405
44,1.44977976575,0.512029214211
45,1.34867980337,0.589553909672
46,1.60594233663,0.207919842776
47,1.20619338926,0.380599476551
48,1.10887004386,0.397822372531
49,1.17145838566,0.501416105052
50,1.5993275462,0.527325529433
51,1.55260126287,0.921940544818
52,1.52222272818,0.530062711002
53,1.5262962359,0.762780761666
54,1.73039992261,0.884632708007
55,1.80352630935,0.727890489965
56,1.75939647085,0.543342784381
57,1.96215566447,1.22354789543
58,1.56583837142,0.672112359509
59,2.30299513333,1.44106160536
60,1.57377160792,0.60219972576
61,1.5193888962,0.720738909052
62,2.25508704925,1.44226258505
63,1.96834774104,0.868763701561
64,1.56440521237,0.55165797061
65,1.60510004524,0.609503769233
